event_type	event_stARrttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ARr_mcintoshcls	ARr_mtwilsoncls	ARr_zurichcls	ARr_penumbrARcls	ARr_compARctnesscls	ARr_noARARclARss	ARr_noARARnum	ARr_numspots	ARr_polARrity	ARr_spotARreARrARw	ARr_spotARreARrARwuncert	ARr_spotARreARrARwunit	ARr_spotARreARrepr	ARr_spotARreARrepruncert
AR	2012-01-23T19:54:01	POINT(-848.872 -180.559)	POLYGON((-894.9 -245.7,-788.7 -245.7,-788.7 -126.9,-894.9 -126.9,-894.9 -245.7))	POLYGON((-894.9 -142.5,-894.3 -141.9,-881.7 -126.9,-801.3 -138.3,-788.7 -176.1,-822.3 -210.3,-828.9 -244.5,-877.5 -231.3,-894.9 -142.5))	POINT(-63.206918 -13.097527)	POLYGON((-72.792944 -16.222122,-57.83025 -17.45388,-55.201358 -10.527381,-68.367374 -9.464847,-72.792944 -16.222122))	POLYGON((-68.769372 -10.358631,-68.657252 -10.332488,-66.372909 -9.634094,-56.712914 -11.089642,-56.094171 -13.390248,-60.705467 -15.086305,-62.592322 -17.006427,-69.040032 -15.669852,-68.769372 -10.358631))	SPoCAR_v1.0_AR_0000004256							null	null	null	null	null		null	null
AR	2012-01-23T19:54:01	POINT(767.228 -366.979)	POLYGON((735.3 -399.3,812.7 -399.3,812.7 -345.9,735.3 -345.9,735.3 -399.3))	POLYGON((735.3 -357.9,735.9 -357.3,796.5 -347.1,812.7 -360.3,803.7 -375.3,767.7 -399.3,738.9 -383.1,735.3 -357.9))	POINT(59.953587 -24.818339)	POLYGON((57.718414 -27.058951,68.169246 -26.228882,64.829113 -23.096821,55.377159 -23.830621,57.718414 -27.058951))	POLYGON((55.854431 -24.552756,55.895941 -24.511722,62.688465 -23.344993,65.633487 -23.941606,65.21782 -24.930136,61.704254 -26.752404,57.35829 -26.044609,55.854431 -24.552756))	SPoCAR_v1.0_AR_0000004239							null	null	null	null	null		null	null
AR	2012-01-23T23:54:01	POINT(-640.147 198.884)	POLYGON((-708.3 150.9,-606.3 150.9,-606.3 230.7,-708.3 230.7,-708.3 150.9))	POLYGON((-708.3 170.7,-707.7 171.3,-688.5 190.5,-656.1 178.5,-626.1 235.5,-606.9 219.9,-613.5 197.7,-686.7 150.9,-708.3 170.7))	POINT(-41.365017 7.7522613)	POLYGON((-46.699116 5.238475,-38.474958 4.712017,-38.960961 9.519684,-47.404513 10.071762,-46.699116 5.238475))	POLYGON((-46.829725 6.427259,-46.781771 6.45976,-45.276706 7.505062,-42.504349 6.604412,-40.551865 9.907332,-38.920574 8.86551,-39.269985 7.552132,-44.857964 5.113566,-46.829725 6.427259))	SPoCAR_v1.0_AR_0000004280							null	null	null	null	null		null	null
AR	2012-01-23T23:54:01	POINT(645.718 377.625)	POLYGON((408.9 252.9,820.5 252.9,820.5 640.5,408.9 640.5,408.9 252.9))	POLYGON((408.9 628.5,409.5 629.1,422.7 640.5,447.9 617.1,463.5 591.9,456.3 561.3,489.9 539.1,500.7 507.3,528.9 501.3,560.1 525.9,533.1 470.7,593.7 417.9,607.5 383.1,630.9 377.7,656.1 410.1,708.9 372.9,784.5 396.3,819.3 353.1,815.7 312.9,795.3 319.5,749.1 252.9,707.1 284.7,685.5 279.9,627.3 335.7,530.1 363.9,516.9 414.3,488.7 428.1,499.5 461.7,489.3 496.5,424.5 570.3,408.9 628.5))	POINT(44.322076 18.961782)	POLYGON((25.128263 10.162212,59.333923 12.333763,85.509382 37.750552,31.350547 36.455592,25.128263 10.162212))	POLYGON((30.931082 35.504085,31.00306 35.554035,32.569105 36.521851,33.931782 34.797427,34.41279 32.93604,32.854761 30.61779,35.03082 29.159642,35.076767 26.947361,37.2705 26.664494,40.753228 28.584974,36.848355 24.564639,40.698482 21.31569,41.1305 19.100004,43.021281 18.878972,46.063077 21.170231,50.161332 19.077959,59.61817 21.328745,62.463538 18.81139,60.422553 16.11783,58.075027 16.334601,51.545447 11.720426,48.068021 13.41119,46.040543 12.973592,41.927084 16.154561,34.642976 17.490386,34.418496 20.705892,32.495421 21.499946,33.948129 23.79615,33.890447 26.140233,30.493314 31.141806,30.931082 35.504085))	SPoCAR_v1.0_AR_0000004241							null	null	null	null	null		null	null
AR	2012-01-23T23:54:01	POINT(-834.382 -177.167)	POLYGON((-883.5 -248.1,-777.3 -248.1,-777.3 -116.1,-883.5 -116.1,-883.5 -248.1))	POLYGON((-883.5 -134.7,-882.9 -134.1,-874.5 -116.1,-853.5 -116.1,-813.9 -148.5,-778.5 -141.3,-780.3 -186.3,-803.1 -210.3,-808.5 -247.5,-862.5 -219.3,-883.5 -134.7))	POINT(-61.300505 -13.05584)	POLYGON((-70.823228 -16.544316,-56.648881 -17.698316,-53.888707 -9.993994,-66.403583 -8.996399,-70.823228 -16.544316))	POLYGON((-66.822669 -10.065943,-66.719813 -10.03896,-65.126356 -9.103826,-62.355913 -9.332851,-58.282348 -11.583314,-54.395692 -11.451551,-55.430815 -14.059569,-58.47108 -15.269611,-60.177209 -17.389016,-66.282843 -15.181815,-66.822669 -10.065943))	SPoCAR_v1.0_AR_0000004256							null	null	null	null	null		null	null
AR	2012-01-23T23:54:01	POINT(704.761 -296.605)	POLYGON((681.3 -329.7,741.9 -329.7,741.9 -254.1,681.3 -254.1,681.3 -329.7))	POLYGON((681.3 -283.5,681.9 -282.9,697.5 -254.1,741.3 -295.5,720.3 -327.9,690.3 -324.3,681.3 -283.5))	POINT(50.636773 -21.10738)	POLYGON((49.362962 -23.249991,55.485804 -22.815257,53.124099 -18.324768,47.396552 -18.72251,49.362962 -23.249991))	POLYGON((48.086823 -20.474305,48.126727 -20.434772,48.866848 -18.623696,54.255531 -20.781025,53.151157 -22.872924,50.059195 -22.865393,48.086823 -20.474305))	SPoCAR_v1.0_AR_0000004273							null	null	null	null	null		null	null
AR	2012-01-23T23:54:01	POINT(775.434 -369.357)	POLYGON((752.1 -396.9,807.9 -396.9,807.9 -349.5,752.1 -349.5,752.1 -396.9))	POLYGON((752.1 -359.7,752.7 -359.1,807.9 -355.5,792.3 -396.3,765.3 -386.7,752.1 -359.7))	POINT(61.098702 -24.888323)	POLYGON((59.614183 -26.768246,67.24833 -26.156852,64.359025 -23.369191,57.393116 -23.915957,59.614183 -26.768246))	POLYGON((57.829971 -24.527548,57.872955 -24.486289,64.684569 -23.721936,64.883743 -26.312173,60.716662 -26.026574,57.829971 -24.527548))	SPoCAR_v1.0_AR_0000004239							null	null	null	null	null		null	null
AR	2012-01-23T23:54:01	POINT(-853.86 -415.617)	POLYGON((-867.3 -441.9,-830.7 -441.9,-830.7 -397.5,-867.3 -397.5,-867.3 -441.9))	POLYGON((-867.3 -425.1,-866.7 -424.5,-865.5 -397.5,-845.7 -401.1,-831.9 -441.9,-849.9 -412.5,-855.3 -431.1,-867.3 -425.1))	POINT(-77.929009 -26.454131)	POLYGON((-89.717416 -27.120633,-75.486373 -28.396654,-71.11265 -25.870575,-79.284298 -25.156824,-89.717416 -27.120633))	POLYGON((-83.947607 -26.536266,-83.553243 -26.532493,-78.77026 -25.202581,-74.379783 -25.82192,-75.762528 -28.372539,-76.549124 -26.372583,-80.573855 -27.233986,-83.947607 -26.536266))	SPoCAR_v1.0_AR_0000004278							null	null	null	null	null		null	null
AR	2012-01-24T03:54:01	POINT(794.982 -377.227)	POLYGON((770.7 -409.5,828.9 -409.5,828.9 -353.7,770.7 -353.7,770.7 -409.5))	POLYGON((770.7 -360.3,771.3 -359.7,827.1 -366.9,810.9 -408.9,774.3 -384.9,770.7 -360.3))	POINT(64.116833 -25.15694)	POLYGON((62.716983 -27.348275,71.816449 -26.593692,67.693091 -23.366215,59.766466 -24.007468,62.716983 -27.348275))	POLYGON((60.074395 -24.401201,60.119445 -24.359663,68.251781 -24.156916,68.61157 -26.82672,61.776942 -25.835625,60.074395 -24.401201))	SPoCAR_v1.0_AR_0000004239							null	null	null	null	null		null	null
AR	2012-01-24T03:54:01	POINT(-848.317 -413.177)	POLYGON((-861.3 -434.1,-828.9 -434.1,-828.9 -395.7,-861.3 -395.7,-861.3 -434.1))	POLYGON((-861.3 -396.3,-860.7 -395.7,-830.1 -419.1,-843.3 -414.3,-855.9 -432.9,-861.3 -396.3))	POINT(-76.258687 -26.446722)	POLYGON((-83.323936 -27.187735,-74.219205 -27.996517,-70.651932 -25.799377,-77.43854 -25.208527,-83.323936 -27.187735))	POLYGON((-77.508834 -25.241057,-77.286056 -25.222044,-72.935869 -27.123119,-75.22655 -26.610543,-81.085104 -27.310258,-77.508834 -25.241057))	SPoCAR_v1.0_AR_0000004278							null	null	null	null	null		null	null
AR	2012-01-24T03:54:01	POINT(-345.998 359.967)	POLYGON((-375.9 329.7,-315.3 329.7,-315.3 384.3,-375.9 384.3,-375.9 329.7))	POLYGON((-375.9 381.3,-375.3 381.9,-315.9 359.7,-331.5 329.7,-375.9 381.3))	POINT(-21.663441 16.632188)	POLYGON((-23.419893 14.800898,-19.459113 14.659759,-19.823723 18.111497,-23.872354 18.259674,-23.419893 14.800898))	POLYGON((-23.844263 18.06728,-23.809163 18.104119,-19.686454 16.546954,-20.506686 14.694672,-23.844263 18.06728))	SPoCAR_v1.0_AR_0000004281							null	null	null	null	null		null	null
AR	2012-01-24T03:54:01	POINT(726.592 -299.913)	POLYGON((704.1 -332.7,754.5 -332.7,754.5 -264.3,704.1 -264.3,704.1 -332.7))	POLYGON((704.1 -280.5,704.7 -279.9,719.1 -264.3,751.5 -291.3,741.9 -332.1,716.7 -321.9,704.1 -280.5))	POINT(52.892495 -21.161786)	POLYGON((51.682181 -23.287048,56.991716 -22.899188,54.695298 -18.841308,49.72721 -19.196783,51.682181 -23.287048))	POLYGON((50.139265 -20.160312,50.180454 -20.120624,51.153214 -19.097302,55.198349 -20.461437,55.581325 -22.967273,52.590804 -22.548121,50.139265 -20.160312))	SPoCAR_v1.0_AR_0000004273							null	null	null	null	null		null	null
AR	2012-01-24T03:54:01	POINT(-812.167 -168.548)	POLYGON((-870.9 -241.5,-714.3 -241.5,-714.3 -107.1,-870.9 -107.1,-870.9 -241.5))	POLYGON((-870.9 -135.3,-870.3 -134.7,-861.3 -111.9,-816.9 -107.7,-783.9 -141.3,-757.5 -133.5,-716.7 -173.7,-752.7 -164.1,-806.1 -241.5,-864.9 -186.9,-870.9 -135.3))	POINT(-58.503077 -12.769843)	POLYGON((-68.430632 -16.353094,-50.144448 -17.779796,-47.894444 -9.898535,-64.464029 -8.632032,-68.430632 -16.353094))	POLYGON((-65.042374 -10.257773,-64.946142 -10.230137,-63.280248 -9.014838,-57.917292 -9.197616,-54.949424 -11.418787,-52.205745 -11.158383,-49.034624 -13.776505,-52.238012 -12.976814,-59.709574 -17.068774,-65.563631 -13.296604,-65.042374 -10.257773))	SPoCAR_v1.0_AR_0000004256							null	null	null	null	null		null	null
AR	2012-01-24T03:54:01	POINT(675.35 375.95)	POLYGON((432.9 254.1,845.7 254.1,845.7 641.1,432.9 641.1,432.9 254.1))	POLYGON((432.9 630.3,433.5 630.9,446.1 640.5,488.1 593.7,480.3 564.3,523.5 503.7,560.7 501.3,584.1 535.5,555.9 465.9,620.1 414.3,636.9 377.1,653.7 374.7,673.5 403.5,693.3 384.3,713.7 391.5,728.1 438.3,738.9 382.5,771.9 404.7,801.3 381.3,818.7 387.9,844.5 311.1,815.7 310.5,773.7 258.9,750.9 254.1,657.3 322.5,635.7 318.9,608.7 346.5,557.7 360.9,557.1 452.1,455.1 563.1,432.9 630.3))	POINT(46.985579 19.031347)	POLYGON((26.729911 10.289709,62.619306 12.675348,85.621593 36.943678,33.502002 36.609962,26.729911 10.289709))	POLYGON((33.086237 35.74867,33.16196 35.799188,34.678944 36.631002,36.6512 33.190776,34.962203 30.941443,36.875969 26.794631,40.015269 26.824922,43.348352 29.422385,38.630342 24.340521,42.898205 21.215619,43.529714 18.864827,44.968816 18.810047,47.529672 20.838532,48.922667 19.705269,51.191595 20.337062,54.481355 23.639656,53.59605 19.94572,58.352685 21.759494,61.203824 20.492251,64.101867 21.165727,64.378215 16.337156,60.341215 15.955255,54.159535 12.27779,51.742327 11.79977,44.257138 15.474793,42.35655 15.124272,40.563116 16.734145,36.716228 17.407463,38.397892 23.406875,32.802317 30.733132,33.086237 35.74867))	SPoCAR_v1.0_AR_0000004241							null	null	null	null	null		null	null
AR	2012-01-24T07:54:01	POINT(689.648 389.929)	POLYGON((451.5 258.3,866.1 258.3,866.1 645.9,451.5 645.9,451.5 258.3))	POLYGON((451.5 639.3,452.1 639.9,467.7 642.9,518.1 589.5,510.3 551.1,540.9 536.1,551.1 501.9,582.3 498.9,605.7 526.5,584.7 469.5,647.7 413.1,662.1 373.5,681.3 373.5,695.7 404.7,723.9 403.5,754.5 436.5,767.7 396.3,811.5 391.5,865.5 338.7,854.1 305.1,833.7 306.3,789.3 258.9,588.3 363.9,557.7 396.9,584.7 416.7,576.3 462.3,480.3 560.7,451.5 639.3))	POINT(48.716877 20.042157)	POLYGON((28.008088 10.589141,65.714407 13.193281,85.662615 36.493617,35.404316 37.086091,28.008088 10.589141))	POLYGON((35.120576 36.552769,35.201358 36.604347,36.796092 36.935369,39.239247 33.031425,37.136075 30.113896,39.353397 29.18971,39.186486 26.802992,41.876115 26.772238,45.095973 28.903549,41.209219 24.735891,45.356524 21.296458,45.700174 18.774997,47.483472 18.901829,49.750743 21.070852,52.664638 21.216082,57.613858 23.768954,57.458524 21.135771,63.190391 21.312331,69.302165 18.495273,65.610477 16.0665,62.622096 15.881508,55.842502 12.40254,39.189791 17.735285,37.308326 19.726468,39.906587 21.166498,40.279333 24.193618,34.847183 30.664786,35.120576 36.552769))	SPoCAR_v1.0_AR_0000004241							null	null	null	null	null		null	null
AR	2012-01-24T07:54:01	POINT(814.823 -375.441)	POLYGON((785.7 -402.3,848.1 -402.3,848.1 -354.9,785.7 -354.9,785.7 -402.3))	POLYGON((785.7 -366.3,786.3 -365.7,836.7 -359.1,846.3 -383.7,821.1 -402.3,792.3 -387.3,785.7 -366.3))	POINT(66.898518 -24.821127)	POLYGON((64.343106 -26.758114,75.042774 -25.851402,70.983863 -23.168746,61.697332 -23.939276,64.343106 -26.758114))	POLYGON((62.275873 -24.616029,62.322932 -24.574116,69.308105 -23.578213,72.91595 -24.83767,69.822668 -26.302533,64.345814 -25.790906,62.275873 -24.616029))	SPoCAR_v1.0_AR_0000004239							null	null	null	null	null		null	null
AR	2012-01-24T07:54:01	POINT(-835.295 -413.939)	POLYGON((-855.3 -433.5,-815.1 -433.5,-815.1 -372.3,-855.3 -372.3,-855.3 -433.5))	POLYGON((-855.3 -407.1,-851.1 -406.5,-823.5 -404.7,-819.3 -372.3,-821.1 -432.9,-852.3 -430.5,-855.3 -407.1))	POINT(-73.491475 -26.743358)	POLYGON((-80.999904 -27.36087,-71.431446 -28.202919,-66.740837 -24.633748,-73.734953 -24.036568,-80.999904 -27.36087))	POLYGON((-77.2715 -25.966104,-76.176734 -26.024037,-70.433994 -26.406023,-67.384553 -24.580056,-72.517476 -28.070055,-79.577801 -27.290817,-77.2715 -25.966104))	SPoCAR_v1.0_AR_0000004278							null	null	null	null	null		null	null
AR	2012-01-24T07:54:01	POINT(-790.651 -168.334)	POLYGON((-842.7 -231.3,-731.1 -231.3,-731.1 -122.1,-842.7 -122.1,-842.7 -231.3))	POLYGON((-842.7 -128.1,-842.1 -127.5,-732.9 -136.5,-740.7 -185.7,-780.3 -228.9,-826.5 -191.1,-842.7 -128.1))	POINT(-56.154986 -12.946839)	POLYGON((-63.960819 -16.114493,-51.514161 -17.074655,-49.581874 -10.679195,-61.139573 -9.80204,-63.960819 -16.114493))	POLYGON((-61.251415 -10.149177,-61.167166 -10.120371,-49.942041 -11.507895,-51.482719 -14.331658,-56.455221 -16.564781,-60.707675 -13.953681,-61.251415 -10.149177))	SPoCAR_v1.0_AR_0000004256							null	null	null	null	null		null	null
AR	2012-01-24T07:54:01	POINT(746.517 -305.177)	POLYGON((726.3 -338.1,770.7 -338.1,770.7 -272.1,726.3 -272.1,726.3 -338.1))	POLYGON((726.3 -281.7,726.9 -281.1,741.9 -272.1,761.1 -287.1,770.7 -337.5,734.1 -320.7,726.3 -281.7))	POINT(55.130544 -21.333097)	POLYGON((54.144992 -23.458121,59.083274 -23.086067,56.661063 -19.180025,52.065687 -19.519171,54.144992 -23.458121))	POLYGON((52.331838 -20.089009,52.374431 -20.049094,53.626942 -19.406243,56.096657 -20.144233,59.057719 -23.050385,54.347831 -22.355388,52.331838 -20.089009))	SPoCAR_v1.0_AR_0000004273							null	null	null	null	null		null	null
AR	2012-01-24T11:54:01	POINT(772.733 -309.119)	POLYGON((753.3 -333.9,796.5 -333.9,796.5 -283.5,753.3 -283.5,753.3 -333.9))	POLYGON((753.3 -294.9,753.9 -294.3,762.3 -283.5,794.7 -302.1,787.5 -332.1,759.3 -323.7,753.3 -294.9))	POINT(58.166328 -21.356201)	POLYGON((56.917892 -22.997178,62.081846 -22.593703,59.997072 -19.629777,55.154218 -20.002135,56.917892 -22.997178))	POLYGON((55.518622 -20.677365,55.563117 -20.636988,56.116023 -19.929879,60.48785 -20.7393,60.86358 -22.578108,57.195627 -22.338224,55.518622 -20.677365))	SPoCAR_v1.0_AR_0000004273							null	null	null	null	null		null	null
AR	2012-01-24T11:54:01	POINT(-762.947 -164.743)	POLYGON((-814.5 -229.5,-713.1 -229.5,-713.1 -117.9,-814.5 -117.9,-814.5 -229.5))	POLYGON((-814.5 -143.7,-813.9 -143.1,-807.9 -122.7,-771.3 -117.9,-725.7 -137.1,-713.1 -181.5,-735.9 -194.1,-746.7 -229.5,-776.1 -213.9,-814.5 -143.7))	POINT(-53.258712 -12.95873)	POLYGON((-60.350102 -16.305456,-49.775301 -17.098003,-47.921348 -10.555512,-57.818839 -9.825563,-60.350102 -16.305456))	POLYGON((-58.269702 -11.322437,-58.191479 -11.292886,-57.175857 -10.160492,-53.329541 -10.168723,-49.297192 -11.598445,-48.848122 -14.275387,-51.191046 -14.86553,-53.003197 -16.867521,-55.633297 -15.729403,-58.269702 -11.322437))	SPoCAR_v1.0_AR_0000004256							null	null	null	null	null		null	null
AR	2012-01-24T11:54:01	POINT(-520.837 233.383)	POLYGON((-539.1 208.5,-499.5 208.5,-499.5 290.7,-539.1 290.7,-539.1 208.5))	POLYGON((-539.1 224.7,-538.5 225.3,-525.9 252.3,-534.9 290.1,-516.9 289.5,-499.5 242.7,-503.7 209.1,-539.1 224.7))	POINT(-32.661039 9.2935314)	POLYGON((-33.813779 7.855369,-31.022609 7.71142,-31.577416 12.729777,-34.442472 12.881675,-33.813779 7.855369))	POLYGON((-33.911106 8.835564,-33.871759 8.869631,-33.15345 10.4655,-34.127927 12.827548,-32.813032 12.7201,-31.216695 9.783386,-31.317442 7.762136,-33.911106 8.835564))	SPoCAR_v1.0_AR_0000004284							null	null	null	null	null		null	null
AR	2012-01-24T11:54:01	POINT(831.384 -381.55)	POLYGON((805.5 -410.1,859.5 -410.1,859.5 -357.3,805.5 -357.3,805.5 -410.1))	POLYGON((805.5 -371.1,806.1 -370.5,815.7 -357.3,859.5 -357.9,845.1 -404.7,814.5 -395.1,805.5 -371.1))	POINT(70.009491 -24.955774)	POLYGON((67.847186 -26.981587,78.777604 -26.030954,73.331763 -23.122409,64.471787 -23.874466,67.847186 -26.981587))	POLYGON((65.259927 -24.686601,65.310689 -24.644181,65.92952 -23.754272,73.380732 -23.156179,74.642218 -26.046987,68.192141 -25.98124,65.259927 -24.686601))	SPoCAR_v1.0_AR_0000004239							null	null	null	null	null		null	null
AR	2012-01-24T11:54:01	POINT(-858.687 -366.384)	POLYGON((-919.5 -437.1,-798.3 -437.1,-798.3 -243.3,-919.5 -243.3,-919.5 -437.1))	POLYGON((-919.5 -294.3,-918.9 -293.7,-905.1 -243.9,-888.3 -314.1,-878.1 -321.9,-869.1 -306.3,-846.9 -381.3,-801.3 -405.9,-804.3 -428.7,-833.7 -437.1,-855.9 -391.5,-872.7 -398.1,-894.3 -302.1,-903.9 -292.5,-909.3 -309.3,-900.9 -354.9,-919.5 -294.3))	POINT(-73.928602 -23.647349)	POLYGON((-87.74689 -25.332694,-68.805618 -28.669409,-58.868999 -17.26005,-78.233043 -15.609314,-87.74689 -25.332694))	POLYGON((-83.380846 -18.272505,-83.038111 -18.266781,-74.804521 -15.953816,-75.986309 -20.172454,-74.352617 -20.804251,-71.51323 -20.080966,-72.837242 -24.695769,-66.885713 -26.789186,-69.110448 -28.090615,-75.640984 -28.079889,-75.695401 -25.100614,-81.094335 -25.043588,-76.415341 -19.387774,-78.020147 -18.648856,-81.377416 -19.387225,-85.04911 -21.91623,-83.380846 -18.272505))	SPoCAR_v1.0_AR_0000004278							null	null	null	null	null		null	null
