event_type	event_stARrttime	hpc_coord	hpc_bbox	hpc_boundcc	hgs_coord	hgs_bbox	hgs_boundcc	frm_specificid	ARr_mcintoshcls	ARr_mtwilsoncls	ARr_zurichcls	ARr_penumbrARcls	ARr_compARctnesscls	ARr_noARARclARss	ARr_noARARnum	ARr_numspots	ARr_polARrity	ARr_spotARreARrARw	ARr_spotARreARrARwuncert	ARr_spotARreARrARwunit	ARr_spotARreARrepr	ARr_spotARreARrepruncert
AR	2012-01-19T15:12:25	POINT(-121.951 -298.088)	POLYGON((-158.1 -318.9,-83.7 -318.9,-83.7 -276.3,-158.1 -276.3,-158.1 -318.9))	POLYGON((-158.1 -290.7,-157.5 -290.1,-107.1 -277.5,-83.7 -301.5,-89.1 -314.7,-132.9 -318.9,-158.1 -290.7))	POINT(-7.7556194 -22.621268)	POLYGON((-10.172502 -23.874646,-5.366985 -23.927772,-5.265128 -21.310027,-9.97861 -21.25856,-10.172502 -23.874646))	POLYGON((-10.040638 -22.138629,-9.999531 -22.102428,-6.746062 -21.370519,-5.323369 -22.853863,-5.702755 -23.665191,-8.539064 -23.896367,-10.040638 -22.138629))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-19T15:12:25	POINT(-159.412 330.967)	POLYGON((-199.5 294.9,-123.3 294.9,-123.3 350.1,-199.5 350.1,-199.5 294.9))	POLYGON((-199.5 334.5,-194.7 335.1,-141.3 350.1,-123.3 336.9,-179.1 294.9,-199.5 334.5))	POINT(-9.7009733 14.895074)	POLYGON((-12.058251 12.705535,-7.415816 12.63522,-7.531518 16.061069,-12.249359 16.134282,-12.058251 12.705535))	POLYGON((-12.189765 15.157693,-11.893908 15.189534,-8.639597 16.075155,-7.500808 15.235078,-10.808324 12.683343,-12.189765 15.157693))	SPoCAR_v1.0_AR_0000004209							null	null	null	null	null		null	null
AR	2012-01-19T15:12:25	POINT(838.815 358.797)	POLYGON((826.5 345.3,854.1 345.3,854.1 372.9,826.5 372.9,826.5 345.3))	POLYGON((826.5 362.7,827.1 363.3,849.9 372.3,855.9 347.1,835.5 345.3,826.5 362.7))	POINT(65.792577 19.603573)	POLYGON((63.22341 18.544053,67.643876 18.902544,69.40691 20.798455,64.57922 20.401408,63.22341 18.544053))	POLYGON((64.04837 19.709885,64.170552 19.757789,68.554734 20.68916,68.070618 19.051218,64.575772 18.652438,64.04837 19.709885))	SPoCAR_v1.0_AR_0000004210							null	null	null	null	null		null	null
AR	2012-01-19T15:12:25	POINT(-348.33 593.52)	POLYGON((-385.5 504.3,-299.1 504.3,-299.1 696.9,-385.5 696.9,-385.5 504.3))	POLYGON((-385.5 597.9,-384.9 598.5,-374.1 655.5,-336.9 696.9,-339.9 635.7,-296.1 576.3,-317.1 559.5,-318.3 507.9,-356.1 515.1,-385.5 597.9))	POINT(-25.109173 32.923101)	POLYGON((-26.158884 26.625601,-19.95734 26.400702,-23.913639 40.991341,-31.693785 41.341233,-26.158884 26.625601))	POLYGON((-28.171844 33.377145,-28.139335 33.4203,-28.981122 37.83167,-27.231957 41.129717,-25.492802 36.128206,-20.797085 31.5024,-22.062432 30.333846,-21.356903 26.693352,-24.181994 27.290598,-28.171844 33.377145))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(373.539 -225.351)	POLYGON((346.5 -257.7,392.7 -257.7,392.7 -200.7,346.5 -200.7,346.5 -257.7))	POLYGON((346.5 -239.1,347.1 -238.5,365.7 -203.1,391.5 -205.5,368.1 -257.7,346.5 -239.1))	POINT(23.638566 -17.859297)	POLYGON((22.111604 -19.864611,25.236865 -19.760371,24.715901 -16.342599,21.659196 -16.443389,22.111604 -19.864611))	POLYGON((21.952023 -18.742964,21.986913 -18.705631,22.939533 -16.546393,24.674665 -16.631525,23.564163 -19.817785,21.952023 -18.742964))	SPoCAR_v1.0_AR_0000004211							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(-321.31 560.334)	POLYGON((-371.1 377.1,-270.9 377.1,-270.9 719.7,-371.1 719.7,-371.1 377.1))	POLYGON((-371.1 585.9,-370.5 586.5,-354.9 679.5,-308.7 716.7,-337.5 640.5,-290.1 621.9,-270.9 581.1,-292.5 543.3,-276.3 511.5,-309.9 478.5,-288.3 449.1,-309.3 416.7,-302.7 377.1,-336.3 405.9,-319.5 505.5,-371.1 585.9))	POINT(-22.385528 30.391206)	POLYGON((-23.520614 18.137631,-16.913454 17.930025,-22.215765 42.861764,-31.434392 43.266941,-23.520614 18.137631))	POLYGON((-26.71388 32.414457,-26.680916 32.457121,-28.164145 39.715676,-25.465275 42.729471,-25.425086 36.484774,-21.203033 34.893335,-19.014719 31.780859,-20.011559 29.09919,-18.451399 26.834764,-20.395956 24.649714,-18.616109 22.636084,-19.72856 20.550835,-18.977756 17.987903,-21.439988 19.907937,-21.406806 26.516347,-26.71388 32.414457))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(-911.718 288.471)	POLYGON((-920.7 275.7,-903.3 275.7,-903.3 304.5,-920.7 304.5,-920.7 275.7))	POLYGON((-920.7 278.7,-920.1 279.3,-912.3 304.5,-904.5 282.9,-920.7 278.7))	POINT(-76.606486 16.112583)	POLYGON((-78.360087 15.477311,-73.462946 15.056887,-75.525666 17.011772,-82.088515 17.582086,-78.360087 15.477311))	POLYGON((-78.655487 15.687474,-78.499913 15.710913,-78.352402 17.256016,-74.21731 15.564119,-78.655487 15.687474))	SPoCAR_v1.0_AR_0000004212							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(25.9458 -341.885)	POLYGON((-4.5 -379.5,69.3 -379.5,69.3 -306.3,-4.5 -306.3,-4.5 -379.5))	POLYGON((-4.5 -348.9,-3.9 -348.3,14.1 -313.5,66.9 -306.3,36.9 -371.7,5.1 -379.5,-4.5 -348.9))	POINT(1.6811726 -25.392219)	POLYGON((-0.297664 -27.76427,4.58832 -27.749422,4.41601 -23.171761,-0.286495 -23.185681,-0.297664 -27.76427))	POLYGON((-0.29262 -25.833242,-0.253523 -25.795651,0.900754 -23.629602,4.262814 -23.172714,2.430477 -27.265383,0.337351 -27.764251,-0.29262 -25.833242))	SPoCAR_v1.0_AR_0000004202							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(-238.514 368.705)	POLYGON((-290.1 341.1,-185.1 341.1,-185.1 420.9,-290.1 420.9,-290.1 341.1))	POLYGON((-290.1 363.9,-266.1 364.5,-242.7 420.9,-232.5 383.1,-185.1 343.5,-218.7 355.5,-286.5 347.1,-290.1 363.9))	POINT(-14.79139 17.345192)	POLYGON((-17.931157 15.689547,-11.318879 15.538536,-11.658458 20.62335,-18.487232 20.78609,-17.931157 15.689547))	POLYGON((-18.069416 17.12576,-16.528524 17.122036,-15.373951 20.702979,-14.485571 18.25179,-11.327335 15.688749,-13.474429 16.483163,-17.734961 16.059688,-18.069416 17.12576))	SPoCAR_v1.0_AR_0000004213							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(793.704 425.433)	POLYGON((720.9 312.9,897.3 312.9,897.3 492.3,720.9 492.3,720.9 312.9))	POLYGON((720.9 486.3,721.5 486.9,753.9 491.7,812.7 446.7,842.1 375.3,876.9 363.3,894.3 313.5,879.9 314.1,864.9 349.5,844.5 350.1,816.9 423.9,756.9 430.5,723.9 460.5,720.9 486.3))	POINT(62.527636 23.62273)	POLYGON((49.952919 15.522169,74.59484 17.454081,86.980677 28.606749,56.403518 27.609226,49.952919 15.522169))	POLYGON((56.064169 27.174972,56.173377 27.224025,60.90585 27.91928,67.186825 25.405089,67.319558 20.773048,73.70092 20.546643,73.877312 17.430065,70.696314 17.197913,69.928051 19.352466,66.259263 19.086052,66.172876 23.818972,57.729806 23.578375,55.098315 25.364716,56.064169 27.174972))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-19T19:12:25	POINT(-93.2777 -295.18)	POLYGON((-128.1 -319.5,-48.9 -319.5,-48.9 -270.9,-128.1 -270.9,-128.1 -319.5))	POLYGON((-128.1 -288.3,-127.5 -287.7,-74.1 -270.9,-50.1 -308.1,-120.3 -319.5,-128.1 -288.3))	POINT(-5.9182814 -22.476425)	POLYGON((-8.23221 -23.953027,-3.134159 -23.994426,-3.066938 -21.009831,-8.055066 -20.969886,-8.23221 -23.953027))	POLYGON((-8.114729 -22.032293,-8.074371 -21.996006,-4.650097 -21.001024,-3.193823 -23.289434,-7.728095 -23.958768,-8.114729 -22.032293))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-19T23:12:25	POINT(-241.961 455.83)	POLYGON((-372.3 289.5,-80.7 289.5,-80.7 623.7,-372.3 623.7,-372.3 289.5))	POLYGON((-372.3 587.7,-371.7 588.3,-311.1 569.7,-287.1 622.5,-264.9 622.5,-233.1 576.9,-258.9 560.1,-252.9 514.5,-276.9 473.7,-243.3 422.1,-209.1 423.9,-181.5 391.5,-143.7 408.9,-119.7 356.1,-82.5 350.7,-102.9 290.7,-149.7 341.1,-245.1 359.1,-267.9 378.9,-302.1 366.9,-303.3 486.3,-335.1 512.7,-335.1 546.3,-372.3 587.7))	POINT(-15.580439 22.984324)	POLYGON((-22.946054 12.638438,-4.838657 12.248574,-5.757479 34.672972,-27.80418 35.278092,-22.946054 12.638438))	POLYGON((-26.848052 32.539259,-26.81514 32.581996,-21.789442 31.030234,-20.980082 34.917595,-19.275951 34.861519,-16.208227 31.380278,-17.834928 30.213128,-16.862138 26.982159,-18.081666 24.242465,-15.41991 20.767385,-13.215116 20.83422,-11.29044 18.707816,-8.976668 19.787785,-7.323533 16.404998,-5.030888 16.043378,-6.176434 12.333708,-9.130964 15.488238,-15.158667 16.732766,-16.730104 18.024958,-18.866159 17.323785,-20.027854 25.149807,-22.619156 27.039708,-23.158197 29.406024,-26.848052 32.539259))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-19T23:12:25	POINT(826.297 269.297)	POLYGON((807.9 249.9,845.1 249.9,845.1 284.1,807.9 284.1,807.9 249.9))	POLYGON((807.9 268.5,808.5 269.1,835.5 284.1,840.9 249.9,807.9 268.5))	POINT(60.505931 13.600399)	POLYGON((57.792881 12.208746,62.449117 12.568086,63.498304 14.744882,58.62258 14.363841,57.792881 12.208746))	POLYGON((58.221709 13.376256,58.307742 13.419505,62.157978 14.638426,61.885335 12.523723,58.221709 13.376256))	SPoCAR_v1.0_AR_0000004217							null	null	null	null	null		null	null
AR	2012-01-19T23:12:25	POINT(68.0436 -340.985)	POLYGON((34.5 -371.7,107.1 -371.7,107.1 -306.3,34.5 -306.3,34.5 -371.7))	POLYGON((34.5 -354.3,35.1 -353.7,53.7 -316.5,105.3 -306.3,89.7 -369.3,59.7 -371.7,34.5 -354.3))	POINT(4.4108394 -25.340044)	POLYGON((2.272682 -27.281887,7.069438 -27.250033,6.834211 -23.168101,2.197251 -23.198193,2.272682 -27.281887))	POLYGON((2.250772 -26.184535,2.289191 -26.146717,3.437633 -23.823162,6.718866 -23.169222,5.908805 -27.108845,3.934547 -27.274551,2.250772 -26.184535))	SPoCAR_v1.0_AR_0000004202							null	null	null	null	null		null	null
AR	2012-01-19T23:12:25	POINT(-904.439 287.771)	POLYGON((-917.1 258.3,-893.1 258.3,-893.1 307.5,-917.1 307.5,-917.1 258.3))	POLYGON((-917.1 263.1,-916.5 263.7,-904.5 306.9,-893.7 286.5,-917.1 263.1))	POINT(-74.538885 15.888341)	POLYGON((-75.842781 14.190175,-70.38298 13.72655,-73.148864 16.990941,-80.703063 17.645411,-75.842781 14.190175))	POLYGON((-76.181284 14.513036,-76.054445 14.538854,-76.07461 17.20496,-71.948203 15.589196,-76.181284 14.513036))	SPoCAR_v1.0_AR_0000004212							null	null	null	null	null		null	null
AR	2012-01-19T23:12:25	POINT(-51.022 -291.188)	POLYGON((-90.9 -315.3,-12.3 -315.3,-12.3 -251.7,-90.9 -251.7,-90.9 -315.3))	POLYGON((-90.9 -283.5,-89.7 -282.9,-54.3 -278.7,-33.3 -251.7,-13.5 -308.1,-74.1 -315.3,-90.9 -283.5))	POINT(-3.2282695 -22.264997)	POLYGON((-5.821574 -23.73308,-0.786535 -23.756964,-0.765362 -19.865758,-5.664581 -19.842915,-5.821574 -23.73308))	POLYGON((-5.738264 -21.7779,-5.660828 -21.741836,-3.417451 -21.499844,-2.072442 -19.863065,-0.86035 -23.312138,-4.743156 -23.741256,-5.738264 -21.7779))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-19T23:12:25	POINT(801.54 434.111)	POLYGON((735.3 313.5,902.1 313.5,902.1 497.7,735.3 497.7,735.3 313.5))	POLYGON((735.3 492.9,762.9 493.5,776.1 497.1,830.1 443.7,855.3 374.1,881.7 363.9,895.5 313.5,879.9 338.1,868.5 332.7,833.7 414.3,773.1 426.9,735.9 467.7,735.3 492.9))	POINT(64.297235 24.329494)	POLYGON((51.386545 15.649517,75.967818 17.606305,86.946667 28.739231,58.642912 28.143969,51.386545 15.649517))	POLYGON((58.335098 27.791637,62.413568 28.156971,64.910391 28.607702,70.439524 25.475626,69.727374 20.892597,75.045407 20.697125,74.17753 17.452139,72.311692 18.831564,69.560124 18.259934,68.536025 23.383831,59.671858 23.485637,56.946059 25.978702,58.335098 27.791637))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(-20.6149 -287.901)	POLYGON((-75.9 -312.3,19.5 -312.3,19.5 -248.7,-75.9 -248.7,-75.9 -312.3))	POLYGON((-75.9 -306.3,-75.3 -305.7,-1.5 -248.7,17.7 -304.5,-75.9 -306.3))	POINT(-1.3021132 -22.085687)	POLYGON((-4.852357 -23.570883,1.245395 -23.586729,1.212183 -19.69929,-4.722796 -19.684126,-4.852357 -23.570883))	POLYGON((-4.83874 -23.200663,-4.799073 -23.163951,-0.093237 -19.700353,1.126315 -23.1057,-4.83874 -23.200663))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(104.11 -341.37)	POLYGON((74.7 -377.1,146.7 -377.1,146.7 -309.3,74.7 -309.3,74.7 -377.1))	POLYGON((74.7 -341.1,75.3 -340.5,89.7 -318.9,143.7 -311.1,111.9 -375.9,79.5 -363.3,74.7 -341.1))	POINT(6.759194 -25.36118)	POLYGON((4.941254 -27.626457,9.734652 -27.576412,9.393397 -23.339084,4.768741 -23.386205,4.941254 -27.626457))	POLYGON((4.844209 -25.360229,4.881686 -25.322482,5.755222 -23.972286,9.207589 -23.452709,7.406934 -27.528615,5.218274 -26.7512,4.844209 -25.360229))	SPoCAR_v1.0_AR_0000004202							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(-896.162 288.809)	POLYGON((-911.7 258.3,-880.5 258.3,-880.5 314.7,-911.7 314.7,-911.7 258.3))	POLYGON((-911.7 265.5,-911.1 266.1,-897.3 314.7,-881.1 289.5,-903.9 258.3,-911.7 265.5))	POINT(-72.626281 15.785094)	POLYGON((-74.428895 14.065302,-68.086718 13.530404,-70.852053 17.239443,-79.349397 17.972954,-74.428895 14.065302))	POLYGON((-74.883201 14.544994,-74.768071 14.571866,-74.738948 17.571687,-69.575147 15.569826,-72.606771 13.909725,-74.883201 14.544994))	SPoCAR_v1.0_AR_0000004212							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(803.093 450.22)	POLYGON((728.7 345.9,885.3 345.9,885.3 516.3,728.7 516.3,728.7 345.9))	POLYGON((728.7 496.5,729.3 497.1,741.9 516.3,764.7 490.5,800.7 501.3,839.7 453.3,884.1 348.3,841.5 410.1,824.7 402.9,795.9 420.9,728.7 496.5))	POINT(65.725457 25.506808)	POLYGON((51.502911 17.672811,74.270296 19.486959,86.787598 30.09642,58.978876 29.446442,51.502911 17.672811))	POLYGON((57.664444 27.978269,57.782179 28.028503,60.920434 29.601206,62.46237 27.949972,70.287761 29.344839,73.960797 26.413102,74.174238 19.630137,69.753259 23.20869,66.064582 22.432503,62.580554 23.31791,57.664444 27.978269))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(50.4662 394.624)	POLYGON((14.7 362.7,90.3 362.7,90.3 422.7,14.7 422.7,14.7 362.7))	POLYGON((14.7 391.5,15.3 392.1,71.1 422.7,89.1 375.9,60.9 382.5,21.3 362.7,14.7 391.5))	POINT(3.1220671 18.798672)	POLYGON((0.898634 16.763393,5.529339 16.787126,5.657449 20.627081,0.919352 20.601979,0.898634 16.763393))	POLYGON((0.907874 18.591676,0.945148 18.630088,4.451453 20.617267,5.480511 17.621642,3.751462 18.028273,1.302167 16.764101,0.907874 18.591676))	SPoCAR_v1.0_AR_0000004219							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(-154.579 558.108)	POLYGON((-182.7 517.5,-129.9 517.5,-129.9 591.3,-182.7 591.3,-182.7 517.5))	POLYGON((-182.7 577.5,-180.3 578.1,-157.5 591.3,-129.9 567.9,-134.1 536.7,-156.3 517.5,-182.7 577.5))	POINT(-10.500238 29.88649)	POLYGON((-12.104132 27.063253,-8.569142 27.00365,-9.035726 32.270782,-12.771422 32.338218,-12.104132 27.063253))	POLYGON((-12.628982 31.324858,-12.465815 31.365143,-10.981472 32.303063,-8.870623 30.563174,-8.959276 28.346178,-10.330885 27.030836,-12.628982 31.324858))	SPoCAR_v1.0_AR_0000004216							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(439.656 -240.912)	POLYGON((408.3 -304.5,462.9 -304.5,462.9 -200.7,408.3 -200.7,408.3 -304.5))	POLYGON((408.3 -246.3,408.9 -245.7,434.1 -201.3,455.7 -204.9,453.9 -301.5,437.1 -301.5,440.1 -266.1,408.3 -246.3))	POINT(28.307439 -18.655864)	POLYGON((26.868147 -22.593845,30.788111 -22.436708,29.509752 -16.187233,25.768537 -16.33363,26.868147 -22.593845))	POLYGON((26.194681 -19.063043,26.229721 -19.025413,27.526814 -16.303045,29.050112 -16.457849,30.08851 -22.281175,28.877043 -22.330778,28.629697 -20.171797,26.194681 -19.063043))	SPoCAR_v1.0_AR_0000004211							null	null	null	null	null		null	null
AR	2012-01-20T03:12:25	POINT(-214.11 469.887)	POLYGON((-332.7 315.3,-44.7 315.3,-44.7 625.5,-332.7 625.5,-332.7 315.3))	POLYGON((-332.7 574.5,-331.5 575.1,-279.3 573.3,-264.3 615.3,-242.7 624.3,-203.7 581.1,-228.9 563.7,-224.7 514.5,-247.5 492.9,-246.9 472.5,-210.3 422.1,-168.3 421.5,-161.7 387.9,-122.7 360.3,-54.3 360.9,-44.7 326.1,-60.9 315.3,-99.3 342.9,-186.3 357.3,-284.1 420.3,-258.9 440.7,-251.7 484.5,-302.1 516.3,-332.7 574.5))	POINT(-13.843181 23.86438)	POLYGON((-20.521473 14.133029,-2.694998 13.808984,-3.18937 34.776208,-24.629833 35.268523,-20.521473 14.133029))	POLYGON((-23.494965 31.426353,-23.415898 31.466938,-19.502059 31.200521,-19.094623 34.295385,-17.620855 34.934594,-14.155187 31.6208,-15.741461 30.399846,-14.926022 26.91803,-16.272195 25.473718,-16.046072 24.09212,-13.280823 20.703834,-10.586917 20.613435,-10.029203 18.441504,-7.518155 16.656501,-3.319345 16.658069,-2.703 14.478402,-3.672965 13.813914,-6.044076 15.548527,-11.451318 16.52681,-18.081972 20.706644,-16.57987 21.997321,-16.477312 24.910326,-20.316001 27.195358,-23.494965 31.426353))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(16.914 -287.913)	POLYGON((-29.7 -323.1,53.7 -323.1,53.7 -252.3,-29.7 -252.3,-29.7 -323.1))	POLYGON((-29.7 -293.1,-29.1 -292.5,42.3 -252.3,49.5 -307.5,-26.1 -323.1,-29.7 -293.1))	POINT(1.0684651 -22.102644)	POLYGON((-1.907155 -24.269698,3.449599 -24.263735,3.344659 -19.925984,-1.849166 -19.931652,-1.907155 -24.269698))	POLYGON((-1.880652 -22.418936,-1.842156 -22.382223,2.634096 -19.929085,3.155924 -23.30018,-1.675925 -24.270295,-1.880652 -22.418936))	SPoCAR_v1.0_AR_0000004192							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(808.419 453.461)	POLYGON((755.7 404.1,856.5 404.1,856.5 515.7,755.7 515.7,755.7 404.1))	POLYGON((755.7 515.7,756.3 515.7,755.7 516.3,755.7 515.7))	POINT(66.945645 25.81907)	POLYGON((56.393537 21.733723,72.563666 23.055759,86.68187 30.893019,63.056338 29.72702,56.393537 21.733723))	POLYGON((63.056338 29.72702,63.155957 29.735209,63.108612 29.773012,63.056338 29.72702))	SPoCAR_v1.0_AR_0000004196							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(479.248 -233.982)	POLYGON((427.5 -286.5,531.9 -286.5,531.9 -202.5,427.5 -202.5,427.5 -286.5))	POLYGON((427.5 -280.5,428.1 -279.9,466.5 -205.5,488.7 -202.5,530.7 -229.5,489.3 -233.7,440.1 -285.3,427.5 -280.5))	POINT(31.024914 -18.137793)	POLYGON((27.996938 -21.457702,35.654771 -21.119873,34.460143 -16.086825,27.089187 -16.405973,27.996938 -21.457702))	POLYGON((27.921289 -21.093139,27.956143 -21.05506,29.811692 -16.476036,31.344658 -16.230197,34.709658 -17.698535,31.741691 -18.089291,28.876013 -21.349129,27.921289 -21.093139))	SPoCAR_v1.0_AR_0000004211							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(-162.803 473.374)	POLYGON((-282.9 249.9,8.7 249.9,8.7 626.1,-282.9 626.1,-282.9 249.9))	POLYGON((-282.9 584.7,-282.3 585.3,-276.9 608.1,-221.1 626.1,-161.1 572.1,-117.3 597.3,-99.3 537.3,-120.9 519.9,-165.9 565.5,-201.9 549.9,-186.9 518.7,-209.1 486.9,-185.7 451.5,-197.1 407.7,-165.9 390.3,-133.5 422.1,-126.3 390.9,-72.9 342.3,-29.1 376.5,-12.9 294.9,8.1 276.9,-0.9 251.7,-28.5 306.3,-66.9 306.9,-77.7 334.5,-114.9 354.9,-188.1 356.1,-201.9 396.3,-260.1 423.3,-236.7 449.7,-264.3 507.9,-248.1 543.3,-282.9 584.7))	POINT(-10.494435 24.017175)	POLYGON((-17.066718 10.014878,0.516665 9.787797,0.620619 34.798962,-20.723 35.156252,-17.066718 10.014878))	POLYGON((-19.949973 32.031797,-19.915618 32.07466,-19.913016 33.765435,-16.023885 35.013544,-11.063546 30.88791,-8.1913 32.687434,-6.621781 28.343482,-7.981808 27.146838,-11.341196 30.41689,-13.696332 29.350922,-12.395376 27.137401,-13.637157 24.989001,-11.860348 22.586565,-12.35481 19.738167,-10.301431 18.584234,-8.379314 20.603826,-7.824484 18.586627,-4.431972 15.482392,-1.787501 17.623056,-0.773424 12.531265,0.483638 11.429032,-0.053465 9.896602,-1.713768 13.234518,-4.026386 13.282038,-4.713472 14.997598,-7.024565 16.295871,-11.55829 16.438357,-12.603 19.010322,-16.523713 20.844327,-15.182755 22.539965,-17.573007 26.519045,-16.85021 28.96255,-19.949973 32.031797))	SPoCAR_v1.0_AR_0000004208							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(870.063 257.549)	POLYGON((843.3 205.5,893.7 205.5,893.7 277.5,843.3 277.5,843.3 205.5))	POLYGON((843.3 264.9,843.9 265.5,854.1 277.5,892.5 263.7,872.1 205.5,865.5 243.9,843.3 264.9))	POINT(66.33344 13.334587)	POLYGON((61.1781 9.76665,68.544801 10.360414,71.4451 14.983798,63.019639 14.287885,61.1781 9.76665))	POLYGON((62.62816 13.484345,62.728707 13.529063,64.579839 14.413526,70.5127 14.058343,65.11754 10.079835,65.182225 12.408876,62.62816 13.484345))	SPoCAR_v1.0_AR_0000004221							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(-741.781 256.573)	POLYGON((-766.5 240.9,-715.5 240.9,-715.5 273.9,-766.5 273.9,-766.5 240.9))	POLYGON((-766.5 260.1,-765.9 260.7,-721.5 273.9,-719.1 258.3,-756.3 240.9,-766.5 260.1))	POINT(-50.916539 12.098207)	POLYGON((-53.119515 11.301158,-48.20732 10.960594,-48.701175 13.004207,-53.730998 13.357005,-53.119515 11.301158))	POLYGON((-53.459737 12.493694,-53.408896 12.526635,-49.263688 13.042427,-48.788236 12.057254,-52.091293 11.227934,-53.459737 12.493694))	SPoCAR_v1.0_AR_0000004222							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(141.034 -345.387)	POLYGON((118.5 -380.7,173.7 -380.7,173.7 -312.9,118.5 -312.9,118.5 -380.7))	POLYGON((118.5 -353.1,119.1 -352.5,127.5 -320.1,171.9 -312.9,147.9 -378.9,123.3 -374.1,118.5 -353.1))	POINT(9.1932151 -25.600357)	POLYGON((7.869563 -27.84427,11.572758 -27.793013,11.161197 -23.550946,7.590864 -23.59916,7.869563 -27.84427))	POLYGON((7.747498 -26.101536,7.784413 -26.063448,8.199182 -24.037839,11.044212 -23.552817,9.826929 -27.705164,8.158625 -27.421898,7.747498 -26.101536))	SPoCAR_v1.0_AR_0000004202							null	null	null	null	null		null	null
AR	2012-01-20T07:12:25	POINT(-888.62 288.016)	POLYGON((-906.9 257.7,-870.3 257.7,-870.3 317.7,-906.9 317.7,-906.9 257.7))	POLYGON((-906.9 272.7,-906.3 273.3,-886.5 317.1,-876.3 312.9,-891.3 258.3,-906.9 272.7))	POINT(-70.968423 15.591018)	POLYGON((-73.248186 13.923721,-66.376414 13.347334,-69.029455 17.268026,-77.913441 18.031836,-73.248186 13.923721))	POLYGON((-74.138957 14.919072,-74.030046 14.946553,-72.293091 17.507366,-69.904058 17.042707,-70.036036 13.687951,-74.138957 14.919072))	SPoCAR_v1.0_AR_0000004212							null	null	null	null	null		null	null
AR	2012-01-20T11:12:25	POINT(174.035 -337.352)	POLYGON((152.1 -364.5,197.1 -364.5,197.1 -317.1,152.1 -317.1,152.1 -364.5))	POLYGON((152.1 -338.7,152.7 -338.1,159.9 -317.7,187.5 -320.7,191.1 -357.9,164.7 -364.5,152.1 -338.7))	POINT(11.321344 -25.082435)	POLYGON((10.026525 -26.805996,13.033767 -26.756421,12.713437 -23.799613,9.781112 -23.847148,10.026525 -26.805996))	POLYGON((9.887537 -25.18843,9.923808 -25.150461,10.290496 -23.876921,12.106794 -24.033491,12.584507 -26.348572,10.86573 -26.793447,9.887537 -25.18843))	SPoCAR_v1.0_AR_0000004202							null	null	null	null	null		null	null
AR	2012-01-20T11:12:25	POINT(886.351 256.485)	POLYGON((864.9 243.9,902.7 243.9,902.7 269.1,864.9 269.1,864.9 243.9))	POLYGON((864.9 261.3,865.5 261.9,896.7 269.1,900.3 249.3,864.9 261.3))	POINT(69.042424 13.488793)	POLYGON((65.09108 12.395414,71.643836 12.941027,72.930549 14.59054,65.929104 14.002249,65.09108 12.395414))	POLYGON((65.653414 13.502256,65.767112 13.548246,71.626443 14.479087,71.399424 13.249216,65.653414 13.502256))	SPoCAR_v1.0_AR_0000004221							null	null	null	null	null		null	null
